name,affiliation,department,gold_email,gold_website
John G. Brock‐Utne,Stanford University,Medicine,,
Tae‐Won Kim,Stanford University,Medicine,,
Masanori Mori,Stanford University,Medicine,,
Youngil Koh,Stanford University,Medicine,,
Björn Brembs,Stanford University,Neuroscience,,
Todd Walter,Stanford University,Engineering,,
Surbhi Sidana,Stanford University,Medicine,,
William Collins,Stanford University,Social Sciences,,
Thomas G. Plante,Stanford University,Social Sciences,,
Jason T. Lee,Stanford University,Medicine,,
Masaki Ito,Stanford University,Medicine,,
Daniel B. Ennis,Stanford University,Medicine,,
Jonathan Rodden,Stanford University,Social Sciences,,
Z. Cui,Stanford University,Physics and Astronomy,,
Erqi L. Pollom,Stanford University,Medicine,,
James Ferguson,Stanford University,Physics and Astronomy,,
Prithvi Mruthyunjaya,Stanford University,Medicine,,
Lori Muffly,Stanford University,Medicine,,
Nobuo Yamaguchi,Stanford University,Medicine,,
Ting‐Ting Huang,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
George Shaw,Stanford University,Agricultural and Biological Sciences,,
Jonathan Chou,Stanford University,Medicine,,
Chaeyoung Lee,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Chi Zhang,Stanford University,Physics and Astronomy,,
Jacob Fox,Stanford University,Mathematics,,
Diem Dinh,Stanford University,Medicine,,
Andy Tan,Stanford University,Engineering,,
Thomas Jefferson,Stanford University,Social Sciences,,
Keith Devlin,Stanford University,Computer Science,,
Anna K. Johnson,Stanford University,Veterinary,,
Hans Ulrich Gumbrecht,Stanford University,Arts and Humanities,,
Juan C. Fernandez‐Miranda,Stanford University,Medicine,,
Xiang Zhu,Stanford University,Computer Science,,
Rong Zhang,Stanford University,Physics and Astronomy,,
Christos Makridis,Stanford University,"Economics, Econometrics and Finance",,
Amrik Sahota,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Ilaria Ramelli,Stanford University,Arts and Humanities,,
José Blanchet,Stanford University,Decision Sciences,,
K. W. Topolnicki,Stanford University,Physics and Astronomy,,
Michael Rosen,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Sonia M. Tikoo-Schantz,Stanford University,Physics and Astronomy,,
Jun Hong Park,Stanford University,Engineering,,
Emily Chan,Stanford University,Medicine,,
Eric Sibley,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Jinhee Lee,Stanford University,"Business, Management and Accounting",,
Gordon Lee,Stanford University,Medicine,,
Sho Yokota,Stanford University,Computer Science,,
Holden D. Brown,Stanford University,Medicine,,
이유진,Stanford University,Medicine,,
Glade Dlott,Stanford University,Earth and Planetary Sciences,,
M Snyder,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
M Snyder,Stanford University,Chemistry,,
Alice Kalinowski,Stanford University,"Business, Management and Accounting",,
M Snyder,Stanford University,Materials Science,,
Zhang Qi,Stanford University,Computer Science,,
